gtdb_genome_representative,accession,ncbi_genbank_assembly_accession,gtdb_taxonomy,gtdb_superkingdom,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_organism_name,ncbi_species_taxid,ncbi_assembly_level,genome_size,gc_count,gc_percentage,ncbi_protein_count,checkm_completeness,checkm_contamination,checkm2_completeness,checkm2_contamination,checkm_marker_count,checkm_marker_set_count,checkm_strain_heterogeneity,contig_count
GCF_020541225.1,RS_GCF_020541225.1,GCA_020541225.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Enterobacteriaceae_A;g__Steffania;s__Steffania adelgidicola,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Enterobacteriaceae_A,Steffania,Steffania adelgidicola,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__Candidatus Steffania;s__Candidatus Steffania adelgidicola,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;x__Gammaproteobacteria incertae sedis;g__Candidatus Steffania;s__Candidatus Steffania adelgidicola,Candidatus Steffania adelgidicola,1076626,Complete Genome,1369541,508084,37.0988528273341,none,100,0,99.98,0,136,80,0,1
GCF_014638005.1,RS_GCF_014638005.1,GCA_014638005.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium orientale,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium orientale,d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium orientale,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium orientale,Flavobacterium orientale,1756020,Scaffold,3276474,1136113,34.681006161982,none,99.65,0.29,99.83,0,511,283,50,59
GCA_910577325.1,GB_GCA_948944585.1,GCA_948944585.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp910577325,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp910577325,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;x__environmental samples;s__uncultured Parabacteroides sp.,uncultured Parabacteroides sp.,512312,Scaffold,3673622,1671043,45.499256401725,none,99.23,0.38,96.66,0.23,427,260,100,89
GCF_001543325.1,RS_GCF_001543325.1,GCA_001543325.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter profundi,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter profundi,d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter profundi,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter profundi,Lutibacter profundi,1622118,Complete Genome,2966978,883280,29.7703589308717,2586,97.38,0.4,99.87,0.09,548,298,0,1
GCA_002314055.1,GB_GCA_002314055.1,GCA_002314055.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002314055,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002314055,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;x__unclassified Prevotella;s__Prevotella sp. UBA1104,Prevotella sp. UBA1104,1947083,Scaffold,3302342,1473494,44.7516584148342,0,97.21,1.2,96.36,0.98,487,270,16.67,229
GCF_900115435.1,RS_GCF_900115435.1,GCA_900115435.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900115435,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900115435,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;x__unclassified Prevotella;s__Prevotella sp. tf2-5,Prevotella sp. tf2-5,1761889,Scaffold,3511834,1632817,46.5219982825105,2831,98.52,2.35,99.95,0.11,487,270,0,26
GCF_039542665.1,RS_GCF_039542665.1,GCA_039542665.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora cebuensis,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora cebuensis,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora cebuensis,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora cebuensis,Saccharopolyspora cebuensis,418759,Scaffold,6241395,4542915,72.7872377855987,none,99.53,2.87,98.86,0.91,495,282,0,49
GCA_002753275.1,GB_GCA_015231855.1,GCA_015231855.1,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2753275;s__GCA-2753275 sp002753275,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2753275,GCA-2753275 sp002753275,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__;f__;g__;s__,d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;x__unclassified Zetaproteobacteria;s__Zetaproteobacteria bacterium,Zetaproteobacteria bacterium,2026807,Scaffold,2016854,944519,47.4611436975934,none,99.58,0.84,99.75,0.12,190,119,0,106
GCA_032052615.1,GB_GCA_032052615.1,GCA_032052615.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_T;s__Pseudomonas_T sp032052615,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_T,Pseudomonas_T sp032052615,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;x__unclassified Pseudomonadaceae;s__Pseudomonadaceae bacterium,Pseudomonadaceae bacterium,1914538,Scaffold,4250065,2825087,66.4794396602946,none,98.81,0.08,99.96,0,813,308,0,35
GCA_000435335.1,GB_GCA_000435335.1,GCA_000435335.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp000435335,Bacteria,Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-964,CAG-964 sp000435335,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp. CAG:964,Clostridium sp. CAG:964,1262848,Scaffold,2111088,858775,40.7354895753387,1860,97.76,0,99.39,0.23,263,149,0,99
GCF_017526105.1,RS_GCF_017526105.1,GCA_017526105.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces cyanogenus,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cyanogenus,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces cyanogenus,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces cyanogenus,Streptomyces cyanogenus,80860,Complete Genome,8773899,6302942,71.8374123066609,none,100,0,100,0.07,460,233,0,1
GCF_003402475.1,RS_GCF_003402475.1,GCA_003402475.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp003402475,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp003402475,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__unclassified Mycobacterium;s__Mycobacterium sp. MFM001,Mycobacterium sp. MFM001,2049453,Scaffold,5006351,3345520,66.8341422436999,none,100,0.09,99.98,0.14,398,220,0,45
GCF_002993335.1,RS_GCF_002993335.1,GCA_002993335.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus urumqiensis,Bacteria,Bacillota,Bacilli,Bacillales_H,Salisediminibacteriaceae,Alkalicoccus,Alkalicoccus urumqiensis,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalicoccus;s__Alkalicoccus urumqiensis,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalicoccus;s__Alkalicoccus urumqiensis,Alkalicoccus urumqiensis,1548213,Scaffold,3280710,1696466,51.7119072367639,3153,99.01,0.39,99.64,0,274,151,0,27
GCA_900100495.1,GB_GCA_900100495.1,GCA_900100495.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E benzenivorans,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E benzenivorans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas benzenivorans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas benzenivorans,Pseudomonas benzenivorans,556533,Scaffold,5743144,3744663,65.2057238538954,none,99.68,1.22,99.97,0.95,813,308,9.09,47
GCF_022788695.1,RS_GCF_022788695.1,GCA_022788695.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudosulfitobacter;s__Pseudosulfitobacter sp003335545,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudosulfitobacter,Pseudosulfitobacter sp003335545,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Pseudosulfitobacter;s__,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Pseudosulfitobacter;x__unclassified Pseudosulfitobacter;s__Pseudosulfitobacter sp. DSM 107133,Pseudosulfitobacter sp. DSM 107133,2883100,Complete Genome,5211890,3171868,60.8583066795347,none,99.68,0.32,99.99,2.54,582,313,100,13
GCF_014075995.1,RS_GCF_014075995.1,GCA_014075995.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__Adhaeribacter radiodurans,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter radiodurans,d__Bacteria;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__Adhaeribacter radiodurans,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__Adhaeribacter radiodurans,Adhaeribacter radiodurans,2745197,Complete Genome,6935613,2828299,40.7793658613882,none,100,1.14,100,1.41,454,336,0,2
GCA_029319145.1,GB_GCA_029319145.1,GCA_029319145.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp029319145,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp029319145,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Microbacter;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Microbacter;x__unclassified Microbacter;s__Microbacter sp. GSS18,Microbacter sp. GSS18,3031917,Complete Genome,4033441,2845668,70.5518687393717,none,99.49,1.18,100,0.12,400,198,0,1
GCA_003136635.1,GB_GCA_003163255.1,GCA_003163255.1,d__Bacteria;p__FCPU426;c__Palsa-1180;o__Palsa-1180;f__Palsa-1180;g__Bog-1183;s__Bog-1183 sp003136635,Bacteria,FCPU426,Palsa-1180,Palsa-1180,Palsa-1180,Bog-1183,Bog-1183 sp003136635,d__Bacteria;p__candidate division FCPU426;c__;o__;f__;g__;s__,d__Bacteria;x__Bacteria incertae sedis;x__Bacteria candidate phyla;p__candidate division FCPU426;s__candidate division FCPU426 bacterium,candidate division FCPU426 bacterium,2052330,Scaffold,3394811,1597606,47.0816472738514,0,98.77,1.12,99.55,1.86,143,89,0,123
GCA_002255365.1,GB_GCA_035427585.1,GCA_035427585.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__21-64-14;f__21-64-14;g__21-64-14;s__21-64-14 sp002255365,Bacteria,Pseudomonadota,Gammaproteobacteria,21-64-14,21-64-14,21-64-14,21-64-14 sp002255365,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium,Gammaproteobacteria bacterium,1913989,Scaffold,3264199,2096773,64.2777898186079,none,99.42,3.33,100,0.72,544,284,17.65,113
GCA_038562555.1,GB_GCA_038562555.1,GCA_038562555.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__JBCFBK01;s__JBCFBK01 sp038562555,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,JBCFBK01,JBCFBK01 sp038562555,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;x__unclassified Prolixibacteraceae;s__Prolixibacteraceae bacterium,Prolixibacteraceae bacterium,2053594,Scaffold,5879232,2739287,46.5945012342252,none,100,2.96,100,1.35,278,186,0,128
GCA_003697135.1,GB_GCA_041640675.1,GCA_041640675.1,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__J014;s__J014 sp003697135,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,J014,J014 sp003697135,d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__,d__Bacteria;p__Acidobacteriota;x__unclassified Acidobacteriota;s__Acidobacteriota bacterium,Acidobacteriota bacterium,1978231,Scaffold,2670040,1128353,42.2643218305214,none,97.01,2.61,97.07,0.4,188,117,0,101
GCF_014334735.1,RS_GCF_014334735.1,GCA_014334735.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium senzhongii,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium senzhongii,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium senzhongii,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium senzhongii,Aeromicrobium senzhongii,2663859,Complete Genome,3134783,2203209,70.2826639036897,none,99.74,0.52,100,0,330,193,0,1
GCF_016894345.1,RS_GCF_016894345.1,GCA_016894345.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Paralysiella;s__Paralysiella testudinis,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Paralysiella,Paralysiella testudinis,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Paralysiella;s__Paralysiella testudinis,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Paralysiella;s__Paralysiella testudinis,Paralysiella testudinis,2809020,Complete Genome,2905699,1569311,54.0080373087508,none,100,0,100,0.03,387,234,0,1
GCF_014191605.1,RS_GCF_014191605.1,GCA_014191605.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Prauserella;s__Prauserella isguenensis,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Prauserella,Prauserella isguenensis,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Prauserella;s__Prauserella isguenensis,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Prauserella;s__Prauserella isguenensis,Prauserella isguenensis,1470180,Scaffold,4952010,3480825,70.2939083358509,none,99.51,0,100,0,350,203,0,17
GCA_041690255.1,GB_GCA_041687155.1,GCA_041687155.1,d__Bacteria;p__Bacillota;c__Symbiobacteriia;o__Symbiobacteriales;f__Symbiobacteriaceae;g__JAWLHU01;s__JAWLHU01 sp041690255,Bacteria,Bacillota,Symbiobacteriia,Symbiobacteriales,Symbiobacteriaceae,JAWLHU01,JAWLHU01 sp041690255,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Symbiobacteriaceae;g__;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Symbiobacteriaceae;x__unclassified Symbiobacteriaceae;s__Symbiobacteriaceae bacterium,Symbiobacteriaceae bacterium,2602712,Scaffold,5760491,3667629,63.8660342337765,none,97.16,0.03,99.9,3.39,175,101,0,286
GCF_000418555.1,RS_GCF_032089035.1,GCA_032089035.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp000418555,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp000418555,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp.,Pseudomonas sp.,306,Scaffold,5123803,3238768,63.2164055102734,none,99.16,1.36,99.95,1.18,811,308,20,100
GCA_030536515.1,GB_GCA_030536515.1,GCA_030536515.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp030536515,Bacteria,Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp030536515,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;x__unclassified Eubacteriales;s__Eubacteriales bacterium,Eubacteriales bacterium,2831996,Scaffold,2630024,1539144,58.5242767471608,none,97.76,0.67,98.02,1.86,263,149,0,49
GCA_963662835.1,GB_GCA_963662835.1,GCA_963662835.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__WTFV01;s__WTFV01 sp963662835,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA8438,WTFV01,WTFV01 sp963662835,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__;g__;s__,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;x__unclassified Vicinamibacterales;s__Vicinamibacterales bacterium,Vicinamibacterales bacterium,2910147,Complete Genome,7951598,5515992,69.3696034432324,none,98.29,3.42,98.67,2.08,188,117,0,4
GCF_021729075.1,RS_GCF_021729075.1,GCA_021729075.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Microbulbifer;s__Microbulbifer guangxiensis,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Microbulbifer,Microbulbifer guangxiensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer guangxiensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer;s__Microbulbifer guangxiensis,Microbulbifer guangxiensis,2904249,Scaffold,3655934,2201408,60.2179480235706,none,99.14,0.52,100,0.21,507,232,0,11
GCF_012926505.1,RS_GCF_012926505.1,GCA_012926505.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__GCA-2696645;g__Pacificispira;s__Pacificispira spongiicola,Bacteria,Pseudomonadota,Alphaproteobacteria,UBA8366,GCA-2696645,Pacificispira,Pacificispira spongiicola,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Pacificispira;s__Pacificispira spongiicola,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Pacificispira;s__Pacificispira spongiicola,Pacificispira spongiicola,2729598,Scaffold,4206943,2569410,61.0756101891806,none,100,0.43,97.85,0,349,230,0,20
GCA_026936105.1,GB_GCA_026936105.1,GCA_026936105.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UTBCD1;s__UTBCD1 sp026936105,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,UTBCD1 sp026936105,d__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__;g__;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;x__unclassified Chitinophagales;s__Chitinophagales bacterium,Chitinophagales bacterium,2448779,Scaffold,3615894,1504459,41.8032893930675,none,98.01,0.51,99.88,0.18,302,203,50,72
GCF_018623035.1,RS_GCF_018623035.1,GCA_018623035.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas dongxiuzhuiae,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulomonas,Cellulomonas dongxiuzhuiae,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas dongxiuzhuiae,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas dongxiuzhuiae,Cellulomonas dongxiuzhuiae,2819979,Complete Genome,3980357,2953062,74.1908828780936,none,99.42,0,99.99,0.04,288,173,0,1
GCF_018118585.1,RS_GCF_018118585.1,GCA_018118585.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella lactis,Bacteria,Bacillota,Clostridia,Christensenellales,Aristaeellaceae,Aristaeella,Aristaeella lactis,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella lactis,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Aristaeellaceae;g__Aristaeella;s__Aristaeella lactis,Aristaeella lactis,3046383,Complete Genome,3450610,1846005,53.4979322496602,none,97.2,0.47,98.79,1.14,250,143,0,2
GCF_003604215.1,RS_GCF_022624485.1,GCA_022624485.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Pseudoroseomonas;s__Pseudoroseomonas vastitatis,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Pseudoroseomonas,Pseudoroseomonas vastitatis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Pseudoroseomonas;s__Pseudoroseomonas vastitatis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Pseudoroseomonas;s__Pseudoroseomonas vastitatis,Pseudoroseomonas vastitatis,2307076,Scaffold,5499986,3762570,68.4705180988097,none,100,1,99.91,2.3,336,201,0,173
