"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","16S seq. accession number",GC-content
16575,Pb-1435,"DSM 43051, ATCC 23866, JCM 3166, KCC A-0166, BCRC 13421, IFO 15558, IMSNU 21363, KCTC 9406, NBRC 15558, NRRL B-8121, VKM Ac-1318",1,"Planobispora rosea",35762.10,AB028654,70
,,,,,35762.11,AF051395,
,,,,,GCA_014648175,,
,,,,,GCA_016863155,,
24635,"A-T 4600","DSM 46704, BCC 39469, NBRC 107568",1,"Planobispora siamensis",936338.3,HQ599197,70.8
,,,,,GCA_016863175,,
130732,"A-T 7458","DSM 46863, BCC 48396, NBRC 109077",1,"Planobispora takensis",1367882.3,KC866732,72.9
,,,,,GCA_016863195,,
11959,,"DSM 14505, MTCC 3854, CMS 26or, CIP 107767",1,"Planococcus antarcticus",1185653.10,AJ314745,41.5
,,,,,1185653.11,,
,,,,,1185653.3,,
,,,,,1185653.6,,
,,,,,2534682145,,
,,,,,2700988610,,
,,,,,GCA_000264415,,
,,,,,GCA_001687565,,
164371,Y74,"JCM 32826, CICC 24461",0,"Planococcus antioxidans",GCA_003668635,KU601236,44.5
11973,DX3-12,"DSM 17276, AS 1.3454, JCM 12466, CGMCC 1.3454",1,"Planococcus chinensis",272917.3,AJ697862,34.8
,,,,,2901061160,,
11955,628,"DSM 20549, ATCC 14404, CCM 316, NCMB 1493, JCM 2532, CECT 951, CGMCC 1.2714, CIP 81.74, IAM 12456, IAM 12541, IAM 13052, IFO 15849, LMG 17319, NBRC 15849, NCIMB 1493, VKM B-1307",1,"Planococcus citreus",1373.5,AB680985,47.5
,,,,,1373.6,AF145717,51.2
,,,,,2770939644,LC379145,
,,,,,GCA_003664125,OQ618963,
,,,,,GCA_004761885,OQ626007,
,,,,,,X13005,
,,,,,,X62172,
11965,JH1,"DSM 22276, KCTC 13050, LMG 23779",1,"Planococcus donghaensis",2700988611,EF079063,47
,,,,,2773857989,,47.0
,,,,,414778.12,,
,,,,,414778.4,,
,,,,,GCA_001687665,,
11974,0423,"DSM 24857, CGMCC 1.6846, JCM 15088",1,"Planococcus glaciei",2617270782,EU036220,49
,,,,,459472.16,,
,,,,,GCA_900099655,,
11967,Or1,"DSM 24743, JCM 17719",1,"Planococcus halocryophilus",1005941.3,JF742665,40.5
,,,,,1215089.4,,
,,,,,2537562134,,
,,,,,2700988612,,
,,,,,2773857975,,
,,,,,GCA_000342445,,
,,,,,GCA_001687585,,
11956,,"DSM 20747, ATCC 43650, CCM 1849, JCM 2569, NCMB 629, CECT 4620, CGMCC 1.2715, IAM 12847, IFO 15850, LMG 17320, NBRC 15850, NCIMB 629",1,"Planococcus kocurii",1374.4,AB680986,40
,,,,,1374.9,AF145718,40.0
,,,,,2775507277,X62173,
,,,,,GCA_001465835,,
11971,JG-07,"DSM 15895, CIP 107134, JCM 10704, KCTC 3684, CGMCC 1.3646, KCTC 3684.",1,"Planococcus koreensis",112331.4,AF144750,47
,,,,,2861582252,,47.0
,,,,,GCA_014202615,,
164341,Y42,"JCM 32719, CGMCC 1.15921",1,"Planococcus lenghuensis",GCA_001999905,KX024697,48.3
,,,,,,KX024697.2,
11964,TF-9,"DSM 17275, CIP 11543, JCM 11543, KCCM 41587, CIP 108219",1,"Planococcus maritimus",192421.5,AF500007,48
,,,,,2811995333,,
,,,,,GCA_001687625,,
11966,AS/ASP6(II),"DSM 23997, MTCC 8491",1,"Planococcus plakortidis",1038856.4,JF775504,51
,,,,,2700988614,MN955850,51.0
,,,,,GCA_001687605,,
11962,M8,"DSM 15069, ATCC BAA-790, CIP 108240",1,"Planococcus rifietoensis",2687453186,AJ493659,47.9
,,,,,GCA_001465795,,
11960,ISL-16,"DSM 23820, CCUG 57753, KCTC 13584",1,"Planococcus salinarum",2837105295,FJ765415,48.3
,,,,,2840865273,,
,,,,,622695.3,,
,,,,,622695.5,,
,,,,,GCA_001856085,,
,,,,,GCA_003428865,,
,,,,,GCA_007004625,,
158688,LCB217,"CGMCC 1.15685, KCTC 33861",1,"Planococcus salinus",2843378535,KX008965,49.4
,,,,,GCA_003719725,,
133091,L10.15,"DSM 101994, KACC 18918",1,"Planococcus versutus",2700988609,KX516729,39.4
,,,,,2788500496,,
,,,,,GCA_001186155,,
11972,K22-03,"DSM 16419, JCM 12481, MTCC 6226",1,"Planococcus stackebrandtii",2928307406,AY437845,40
,,,,,,LC076757,
16576,B-677,"DSM 43177, ATCC 23863, IAM 14289, JCM 3093, KCC A-0093, BCRC 13425, CBS 117.69, CGMCC 4.1205, IFM 1246, IFO 13880, IMET 9030, IMSNU 20109, KACC 20019, KCTC 9175, KCTC 9473, NBIMCC 1472, NBRC 13880, NRRL B-8120, RIA 939, VKM Ac-664",1,"Planomonospora parontospora subsp. parontospora",58119.3,D85495,72
,,,,,97194.3,,
,,,,,GCA_016863215,,
16580,A51460,"DSM 44632, ATCC 51587, BCC 72025, JCM 9374, NRRL 18923",1,"Planomonospora sphaerica",161355.11,AB062382,72.73
,,,,,2856635278,,
,,,,,GCA_001653075,,
8037,,"DSM 44991, BCC 51133, CCTCC AA 205013, JCM 16008, NBRC 105377, TBRC 198, YIM 46034",1,"Planosporangium flavigriseum",373681.3,AM232832,71.4
,,,,,373681.5,,
,,,,,GCA_011947225,,
,,,,,GCA_016862875,,
132122,,"DSM 45475, BCC 51294, CCTCC AA 209049, KCTC 19779, TBRC 2212, YIM 48875, NBRC 109066",1,"Planosporangium mesophilum",689768.3,GU126491,71.6
,,,,,689768.4,,
,,,,,GCA_011947235,,
,,,,,GCA_016863255,,
16584,"A-T 0875","DSM 45570, BCC 24832, NBRC 104272, JCM 17936",1,"Planotetraspora kaengkrachanensis",575193.3,FJ426333,71
,,,,,GCA_016862895,,71.0
16585,"A-T 1383","DSM 45571, BCC 26045, NBRC 104273, JCM 17937",1,"Planotetraspora phitsanulokensis",575192.3,FJ426332,70.9
,,,,,GCA_016863295,,71
16582,"TT 00-51","DSM 44746, NBRC 100141, JCM 12867, BCRC 16800, CGMCC 4.5632",1,"Planotetraspora silvatica",234614.3,AB112082,70-71
,,,,,GCA_016863315,,71
16583,,"DSM 45400, BCC 21825, NBRC 104271, JCM 16140",1,"Planotetraspora thailandica",487172.3,AB370244,71.1
,,,,,GCA_016863335,,
8047,,"DSM 45387, CCTCC AA 209047, JCM 31039, NBRC 110450, YIM 68255",1,"Plantactinospora endophytica",673535.3,GQ494033,73
,,,,,GCA_016862915,,
8045,,"DSM 45238, BCC 55027, CCTCC AA 208022, JCM 16905, NBRC 109088, TBRC 2210, YIM 61359",1,"Plantactinospora mayteni",566021.3,FJ214343,69.7
,,,,,GCA_016862935,,
132564,NEAU-gxj3,"DSM 46832, CGMCC 4.7221",1,"Plantactinospora soyae",1544732.3,KM359703,70.3
,,,,,2870846369,,
,,,,,GCA_014874095,,
130446,NEAU-FHS4,"DSM 46718, CGMCC 4.7143, JCM 31781",1,"Plantactinospora veratri",1436122.3,KF888635,72.9-74.3
,,,,,,,73.6
7473,"P 297/02, P297/02","DSM 14012, LMG 19919, JCM 12144, CIP 108227, IAM 15049, NBRC 103081, VKM Ac-2504",1,"Plantibacter flavus",150123.11,AJ310417,70
,,,,,2781126045,,
,,,,,GCA_003755125,,
,,,,,GCA_900177615,,
17920,TUD-YJ37,"DSM 23606, CBS 122990",1,"Plasticicumulans acidivorans",2756170267,GU206550,67.4
,,,,,886464.6,,
,,,,,GCA_003182095,,
24761,YD,"DSM 25287, NCCB 100398",1,"Plasticicumulans lactativorans",1133106.8,JN565849,68.5
,,,,,2795385449,,
,,,,,GCA_004341245,,
24763,,"DSM 25350, CIP 110343, MOLA 115",1,"Pleionea mediterranea",2756170268,AM990889,44.5
,,,,,523701.3,,
,,,,,GCA_003148745,,
166263,S1-5-21,"MCCC 1K03814, KCTC 72149",1,"Pleionea sediminis",2569479.3,MK791303,40.1
,,,,,2887718898,,
,,,,,GCA_007570825,,
23098,R5-392,"DSM 25022, KACC 16233",1,"Pleomorphomonas diazotrophica",2651870105,JQ346801,63.2
,,,,,2839387131,,
,,,,,GCA_002844595,,
,,,,,GCA_900114935,,
7227,Y9,"DSM 23070, KCTC 12246, NBRC 100803",1,"Pleomorphomonas koreensis",1122962.3,AB127972,65.1
,,,,,2523533619,AB681245,
,,,,,GCA_000425185,,
7226,F-7,"DSM 16300, IAM 15079, JCM 21540, ATCC BAA-940, NBRC 102288",1,"Pleomorphomonas oryzae",1122963.3,AB159680,62.6
,,,,,2523231067,AB681744,63.1
,,,,,GCA_000422965,,
166285,SW125,"CGMCC 1.16172, DSM 107180, KCTC 62636",1,"Pleomorphovibrio marinus",2164132.3,MH197303,43.2
,,,,,2831830614,,
,,,,,GCA_003347495,,
10420,Sir-1,"DSM 14875, AJ 13960, JCM 11591",1,"Plesiocystis pacifica",391625.5,AB083432,69.3
,,,,,640963030,,
,,,,,GCA_000170895,,
4367,16-74,"DSM 9245, ATCC 33028, CDC 604-77, CIP 76.01, JCM 1234, LMG 5739, NCTC 11434, CCUG 14557, CECT 857, CIP 76.1, HUT 8110, NBRC 105706, NCIMB 13304",1,"Pluralibacter gergoviae",1354260.8,AB004748,60
,,,,,2681812978,AB682278,
,,,,,61647.66,,
,,,,,GCA_001598855,,
,,,,,GCA_900454925,,
166123,ZY113,"KCTC 62374, MCCC 1H00296",1,"Polaribacter aquimarinus",GCA_003129485,MH000434,30.1
162428,,"JCM 19202, KACC 17473",1,"Polaribacter atrinae",1333662.3,KC878325,31.2
,,,,,2744054812,,
,,,,,GCA_001640115,,
152919,,"CCUG 48005, KMM 3938, KCTC 12100, KCTC 23228",1,"Polaribacter butkevichii",218490.3,AY189722,32.4
,,,,,2895256602,,
,,,,,GCA_002954605,,
5627,DSW-5,"DSM 17204, CIP 109304, KCTC 12392",1,"Polaribacter dokdonensis",1300348.6,DQ004686,30
,,,,,1300348.9,,
,,,,,2639762916,,
,,,,,2693430036,,
,,,,,GCA_001280865,,
,,,,,GCA_900106865,,
161734,,"JCM 16152, KCTC 22729",1,"Polaribacter gangjinensis",2897653615,FJ425213,34.6
,,,,,574710.3,,
,,,,,GCA_002954645,,
,,,,,GCA_020532765,,
133261,RA4-7,"KCTC 52418, NBRC 112383",1,"Polaribacter haliotis",1888915.11,KX450477,30.5
,,,,,2788500510,,
,,,,,GCA_002201315,,
,,,,,GCA_014784055,,
140599,OITF-11,"KCTC 52500, NBRC 112457",1,"Polaribacter litorisediminis",GCA_019968605,KX982846,32.2
164066,,"JCM 31460, CGMCC 1.15763, KCTC 52370, MCCC 1K03199",1,"Polaribacter pacificus",1775173.3,KU315476,35.9
,,,,,GCA_014643655,,
133846,LNM-20,"LMG 26671, NBRC 108759",1,"Polaribacter porphyrae",1137780.3,AB695286,28.6
,,,,,2895253024,,
,,,,,GCA_002954685,,
,,,,,GCA_020532745,,
133931,,"KCTC 23670, JCM 18092, KOPRI 21160",1,"Polaribacter sejongensis",985043.7,HQ853596,30
,,,,,GCA_002814075,,30.0
158681,WS2-14,"KCTC 52275, MCCC 1H00163",1,"Polaribacter tangerinus",2791355037,KX262847,31.2
,,,,,GCA_002201235,,
133317,LPB0003,"KACC 18704, JCM 31217",1,"Polaribacter vadi",2721755673,KT355267,29.6
,,,,,2772190760,,
,,,,,GCA_001680885,,
,,,,,GCA_001761365,,
140826,B717-2,"CGMCC 1.15322, JCM 31171",1,"Polaromonas eurypsychrophila",1614635.3,KP013181,63.4
,,,,,GCA_014641715,,
2982,CJ2,"DSM 15660, ATCC BAA-779, CCUG 51246",1,"Polaromonas naphthalenivorans",365044.20,AY166684,61.5
,,,,,365044.36,,
,,,,,365044.37,,
,,,,,365044.38,,
,,,,,365044.39,,
,,,,,365044.40,,
,,,,,365044.41,,
,,,,,365044.42,,
,,,,,365044.43,,
,,,,,639633051,,
133878,JIR-001,"JCM 18147, CECT 8074, BCC 72032, NBRC 109429",1,"Polycladomyces abyssicola",1125966.3,AB688114,55.1
,,,,,GCA_018326425,,
140251,TG408,"DSM 24974, ATCC BAA-2242, KCTC 23940",1,"Polycyclovorans algicola",1415779.3,FJ176554,64.3
,,,,,2571042918,,
,,,,,GCA_000711245,,
167597,"DJ1R_1, DJ1R-1","CGMCC 1.13788, KCTC 72014",1,"Polymorphobacter arshaanensis",GCA_004681125,MK693143,65
,,,,,SIHO00000000,,
132959,D40P,"DSM 105347, CGMCC 1.12714, JCM 19740",1,"Polymorphobacter fuscus",1439888.6,KF737330,67.4
,,,,,2830037985,,
,,,,,GCA_009372075,,
,,,,,GCA_009607675,,
,,,,,GCA_011927825,,
133374,B555-2,"CGMCC 1.15519, KCTC 52396",1,"Polymorphobacter glacialis",1614636.3,KP013180,62.1
,,,,,GCA_014643455,,
132170,262-7,"DSM 102189, ATCC BAA-2413, JCM 18140",1,"Polymorphobacter multimanifer",1070431.3,AB649056,68
,,,,,1070431.4,,
,,,,,2828297358,,
,,,,,GCA_014205635,,
,,,,,GCA_014647295,,
8025,TT97-42,"DSM 44947, NBRC 101157, JCM 14904, CGMCC 4.5572",1,"Polymorphospora rubra",338584.4,AB223089,70
,,,,,GCA_018324255,,70.2
2079,MWH-PoolGreenA3,"DSM 21994, CIP 110079",1,"Polynucleobacter acidiphobus",2808606701,FM208180,48.3
,,,,,GCA_003065385,,
158281,MWH-K35W1,"DSM 24006, LMG 29706",1,"Polynucleobacter aenigmaticus",1743164.3,CBI30_02030,45.98
,,,,,GCA_002206635,,
2068,QLW-P1DMWA-1,"DSM 18221, CIP 109841",1,"Polynucleobacter asymbioticus",2639762516,AJ879783,44.8
,,,,,GCA_000016345,,
158405,MWH-Feld-100,"DSM 24007, LMG 29705",1,"Polynucleobacter campilacus",1743163.3,MG952228,45.2
,,,,,2590828843,,
,,,,,GCA_002206625,,
2076,MWH-MoIso2,"DSM 21490, CIP 109840, LMG 25212",1,"Polynucleobacter cosmopolitanus",2642422582,AJ550672,44.9
,,,,,2773857926,,
,,,,,GCA_002224225,,
2081,AM-8B5,"DSM 22349, CIP 110078",1,"Polynucleobacter difficilis",2808606694,FM208181,49.4
,,,,,GCA_003065365,,
2071,MWH-MoK4,"DSM 21495, CIP 110977",1,"Polynucleobacter duraquae",2634166443,AJ550654,45.2
,,,,,576611.7,,
,,,,,GCA_000973625,,
158406,MWH-EgelM1-30-B4,"DSM 23911, LMG 30144",1,"Polynucleobacter hirudinilacicola",2590828818,FN429662,45.3
,,,,,GCA_002192535,,
158668,AP-Melu-1000-B4,"DSM 103591, CIP 111329",1,"Polynucleobacter meluiroseus",2710724120,MF872602,46.6
,,,,,GCA_900205755,,
158449,MG-25-Pas1-D2,"DSM 103454, CIP 111323",1,"Polynucleobacter paneuropaeus",2770939595,MH492629,45.6
,,,,,2808606699,,
,,,,,GCA_003261235,,
2080,MT-CBb6A5,"DSM 21648, CIP 109928",1,"Polynucleobacter rarus",2645728114,FM208182,40.3
,,,,,556055.3,,
,,,,,GCA_003072505,,
2069,MWH-HuW1,"DSM 21492, CIP 110978",1,"Polynucleobacter sinensis",2844340359,AJ550666,45.5
,,,,,GCA_001595985,,
140723,MWH-Weng1-1,"CIP 111099, DSM 24018",1,"Polynucleobacter sphagniphilus",2574179738,MPIY01000000,45.6
,,,,,GCA_001953355,,
2072,MWH-VicM1,"DSM 21486, JCM 32005",1,"Polynucleobacter victoriensis",2710264786,AJ550651,43.1
,,,,,GCA_900187875,,
133074,QLW-P1FAT50C-4,"DSM 24008, CIP 111100",1,"Polynucleobacter wuianus",1743168.3,AJ879778,44.9
,,,,,2687453598,,
,,,,,GCA_001659725,,
2070,MWH-JaK3,"DSM 21493, CIP 110976",1,"Polynucleobacter yangtzensis",2608642177,AJ550657,45.4
,,,,,GCA_001595965,,45.5
166385,Pla110,"DSM 103387, LMG 29693",1,"Polystyrenella longa",GCA_007750395,MK554533,50.3
13856,GRP21,"DSM 21219, KCTC 22497",1,"Pontibaca methylaminivorans",2681812934,AJ505788,64.8
,,,,,515897.3,,64.8-65.6
,,,,,GCA_900156525,,
1386,BH030062,"DSM 16287",1,"Pontibacillus chungwhensis",1385513.3,AY553296,41.0
,,,,,2627854003,,
,,,,,GCA_000770675,,
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,"Pontibacillus halophilus",1122964.4,EU583728,45.5
,,,,,1385510.3,,
,,,,,2524023244,,
,,,,,GCA_000425205,,
,,,,,GCA_000775595,,
1387,"BH030004, 10.101","DSM 16465, KCTC 3917",1,"Pontibacillus marinus",1122965.4,AY603977,42.0
,,,,,1385511.3,FJ808613,
,,,,,2524023192,,
,,,,,2630968890,,
,,,,,GCA_000425225,,
,,,,,GCA_000775605,,
133153,9DM,"KCTC 33742, LMG 29102, CGMCC 1.15353",1,"Pontibacillus salipaludis",1697394.3,LN872943,41.4-41.6
,,,,,GCA_014642405,,
3830,,"DSM 19842, KCTC 12367, KMM 6156, LMG 23027",1,"Pontibacter actiniarum",2502545039,AY989908,48.7
,,,,,2834962495,,53.1
,,,,,323450.3,,
,,,,,709015.3,,
,,,,,GCA_000472485,,
,,,,,GCA_003585765,,
23884,"AKesu 4, ASK 1","DSM 18820, CCTCC AB 206086, KCTC 12758, AKS 1",1,"Pontibacter akesuensis",2622736541,DQ672723,51.4
,,,,,388950.6,,
,,,,,388950.7,,
,,,,,GCA_014651555,,
,,,,,GCA_900116885,,
140146,9-2,"DSM 27987, CGMCC 1.12749, JCM 19653, MCCC 1K00278",1,"Pontibacter amylolyticus",1424080.3,KF660586,49.2
,,,,,GCA_014638845,,
166253,2b14,"KCTC 62596, MCCC 1H00304",1,"Pontibacter arcticus",GCA_003284895,MG729207,45.5
133259,XAAS-1,"CCTCC AB 2016134, JCM 31442, DSM 103222",1,"Pontibacter aydingkolensis",2928185967,KX530203,52.1
133827,DM9,"CCM 7955, MTCC 11079",1,"Pontibacter lucknowensis",2681812905,JN561788,49.2
,,,,,GCA_900156415,,
164520,,"JCM 33333, CGMCC 1.16729",1,"Pontibacter mangrovi",GCA_006385705,MK253263,52.6
132973,PB3,"DSM 100162, KCTC 42942",1,"Pontibacter mucosus",1649266.3,KP861851,53.5
,,,,,2734482255,,
,,,,,GCA_003054055,,
164408,,"JCM 32880, KACC 19815",1,"Pontibacter oryzae",GCA_003576375,MH165268,48.3
166346,BT214,"KCTC 72359, NBRC 114377",1,"Pontibacter pudoricolor",2884355953,MN555340,45.44
,,,,,GCA_010092985,,
133910,LP43,"CCM 8406, MCC 2019",1,"Pontibacter ramchanderi",2681812906,JQ806111,59.1
,,,,,GCA_002846395,,
3829,SRC-1,"DSM 17521, CCTCC AB 207222, CIP 109903, MTCC 7260",1,"Pontibacter roseus",1122967.3,AM049256,59.5
,,,,,2515154084,,
,,,,,GCA_000373265,,
132412,,"DSM 100161, KCTC 42944, MCC 2777, NKM 1",1,"Pontibacter ummariensis",2728369279,KP265297,58.6
133007,W14,"DSM 100231, KCTC 42941, MCC 2932",1,"Pontibacter virosus",1765052.3,KT719408,51.3
,,,,,2756170242,,
,,,,,GCA_003096355,,
6223,GSW-23,"DSM 19734, JCM 14975, KCTC 22146",1,"Ponticaulis koreensis",2524614539,FM202497,53.3
,,,,,551789.3,,
,,,,,GCA_000420665,,
163776,,"JCM 30379, CGMCC 1.12986",1,"Mameliella alba",561184.15,DQ104407,66.2
,,,,,GCA_014640275,,
13846,CL-GR66,"DSM 18986, KCCM 90028",1,"Ponticoccus litoralis",2574179734,EF211829,67.9
158575,SJ5A-1,"JCM 19520, ACCC 19863",1,"Pseudoponticoccus marisrubri",1685382.5,KP726358,68
,,,,,2724679114,,
,,,,,GCA_001482405,,
133880,CL-TW6,"KCCM 90105, JCM 18206",1,"Pontimonas salivibrio",1159327.4,JQ639087,60
,,,,,2866993168,,
,,,,,GCA_002950575,,
132247,GYSW-23,"DSM 103361, CECT 8812, KCTC 42458",1,"Pontivivens insulae",1639689.6,KP662553,60.6
,,,,,2770939548,,
,,,,,GCA_003385715,,
159031,"Oil+RF-744-WCA-WT-11, Oil-RF-744-WCA-WT-11","DSM 106895, JCM 34417",1,"Porcincola intestinalis",2606632.3,MN537519,52
,,,,,GCA_009696445,,
,,,,,VULZ00000000,,
167009,KS4,"LMG 29824, DSM 103958",1,"Poriferisphaera corsica",GCA_007747445,CP036425,48.7
158576,,"KEMB 9005-328, JCM 31499, Yeonmyeong 2-22",1,"Qipengyuania algicida",GCA_009828025,KU981071,60.7
,,,,,,,63
12505,B440,"CCUG 7834, CCUG 14451, JCM 6326, DSM 20707, ATCC 25260, VPI 4198, BCRC 10618, LMG 13178",1,"Porphyromonas asaccharolytica",2504756018,AB547653,52.1
,,,,,879243.3,AF386069,52.5
,,,,,GCA_000212375,AY546484,53
,,,,,,FJ792537,
,,,,,,L16490,
,,,,,,NR_074588,
12513,,"DSM 23058, ATCC BAA-1629, CCUG 55979, WAL 1926C, JCM 16335",1,"Porphyromonas bennonis",1122971.3,AB588020,56.3
,,,,,1236537.5,EU414673,58
,,,,,2517093003,,58.0
,,,,,2585427886,,
,,,,,GCA_000375645,,
,,,,,GCA_000615615,,
132848,,"DSM 104739, AHN 4309, ATCC 700135, JCM 15983, NCTC 12856, CCUG 47700, JCM 13862, VPB 4874",1,"Porphyromonas cangingivalis",1236520.3,AB547654,55
,,,,,2585427887,X76259,
,,,,,2585428082,,
,,,,,36874.13,,
,,,,,36874.15,,
,,,,,GCA_000614355,,
,,,,,GCA_900167355,,
,,,,,GCA_900638305,,
12510,,"DSM 23684, ATCC 51270, CCUG 41358, JCM 13863, NCTC 13056, VPI N3B-3",1,"Porphyromonas catoniae",2558860281,AB547656,49
,,,,,887901.3,GQ496515,51.0
,,,,,GCA_000565015,LC752304,
,,,,,,LC752377,
,,,,,,X82823,
132059,,"DSM 103022, ATCC 51356, CCUG 41934, JCM 13864, NCTC 12469, VPB 3329",1,"Porphyromonas circumdentaria",2582581320,AB547657,40-42
,,,,,2828459078,L26102,
,,,,,29524.4,,
,,,,,29524.6,,
,,,,,GCA_014206885,,
,,,,,GCA_900167105,,
152858,,"CCUG 47794, ATCC 55563, JCM 15906",1,"Porphyromonas crevioricanis",1305617.3,AB430829,44-45
,,,,,2585428092,AB547658,45.9
,,,,,2606217151,DQ677836,
,,,,,393921.10,,
,,,,,GCA_000509245,,
,,,,,GCA_900167225,,
132849,,"DSM 104771, AHN 4364, CCUG 47702, JCM 13913, NCTC 12858, VPB 4875",0,"Porphyromonas crevioricanis",1305618.3,AB547655,44-45.9
,,,,,2606217148,X76260,45.6
,,,,,2814123398,,49-51
,,,,,393921.11,,
,,,,,GCA_000509265,,
,,,,,GCA_900476255,,
12509,HG370,"DSM 24491, ATCC 35406, JCM 8526, NCTC 13058, CCUG 16442, BCRC 14492",1,"Porphyromonas endodontalis",28124.3,AB547659,47.5
,,,,,28124.79,AY253728,49.6
,,,,,28124.80,AY546477,
,,,,,28124.81,L16491,
,,,,,28124.82,,
,,,,,2858648101,,
,,,,,553175.3,,
,,,,,643886148,,
,,,,,GCA_000174815,,
,,,,,GCA_900454815,,
12506,2561,"DSM 20709, ATCC 33277, CIP 103683, JCM 12257, CCUG 25893, CCUG 25928, NCTC 11834",1,"Porphyromonas gingivalis",2843222565,AB035457,47.1
,,,,,431947.23,AB035459,48.4
,,,,,431947.7,AB547660,
,,,,,642555148,AF118635,
,,,,,837.134,AF285870,
,,,,,GCA_000010505,AF414809,
,,,,,GCA_002892575,AF414810,
,,,,,,AF414811,
,,,,,,AF414812,
,,,,,,AF414813,
161695,,"JCM 15907, ATCC 55562",1,"Porphyromonas gingivicanis",1236526.3,AB430828,44-45
,,,,,2585427888,AB547662,
,,,,,GCA_000614585,DQ677835,
12507,,"DSM 15663, ATCC 51700, NCTC 13180, CCUG 47701, JCM 13865, Loup 1",1,"Porphyromonas gulae",1122972.3,AB547663,48.6
,,,,,2518645603,AF208290,51
,,,,,GCA_000378065,AY546476,
12508,LEV,"DSM 23370, ATCC 29147, CCUG 34320, JCM 13866, NCTC 11028, ACM 5042, CCUG 21027, HAMBI 467, VPI 10450, VPI 3300",1,"Porphyromonas levii",1122973.3,AB547664,45-46
,,,,,2515154110,AY546480,45.7
,,,,,GCA_000379925,FJ792536,46
,,,,,,L16493,46-48
133139,"UQD444, MRK101, UQD 444","DSM 28520, NCTC 13658",1,"Porphyromonas loveana",1884669.3,EU012300,50.2
,,,,,2756170163,,
,,,,,GCA_003096695,,
12504,7728-L6C,"DSM 20710, ATCC 33141, CCUG 47703, NCTC 13100, JCM 13914",1,"Porphyromonas macacae",1122974.3,AB547665,43.7
,,,,,1236519.3,AY546487,
,,,,,2517093006,L16494,
,,,,,2585427889,,
,,,,,28115.13,,
,,,,,2814123385,,
,,,,,GCA_000379945,,
,,,,,GCA_000614325,,
,,,,,GCA_900454825,,
150673,,"CCUG 41933, ATCC 49407, NCTC 11632, JCM 15984, CCUG 33478, VPB 157",0,"Porphyromonas macacae",1236521.3,AB547666,42
,,,,,2585427890,,
,,,,,28115.12,,
,,,,,2814123386,,
,,,,,GCA_000614385,,
,,,,,GCA_900454765,,
156908,,"JCM 30531, CCUG 66735",1,"Porphyromonas pasteri",1583331.7,LC014934,57.04-58.36
,,,,,GCA_014647755,,
12512,,"DSM 23386, ATCC BAA-1230, CCUG 51464, JCM 13867, WAL 6690",1,"Porphyromonas somerae",1122975.3,AB547667,47.1
,,,,,2515154109,AY968205,
,,,,,GCA_000372405,,
12511,,"DSM 23387, ATCC BAA-906, CCUG 48615, JCM 13868, WAL 9902",1,"Porphyromonas uenonis",1122976.3,AB547668,52.5
,,,,,1236493.3,AY570514,
,,,,,2528311143,,
,,,,,2585427891,,
,,,,,GCA_000482365,,
,,,,,GCA_000613705,,
166203,SM1702,"MCCC 1K03471, KCTC 62796",1,"Arcobacter antarcticus",GCA_003667345,MH473590,27.1
24520,Sd3-10,"DSM 29316, JCM 17310, KCTC 23693, NRIC 0794, KMM 9010",1,"Poseidonocella pacifica",2687453774,AB576005,60.5
,,,,,871651.3,,
,,,,,GCA_900111875,,
24521,Sd3-23,"DSM 29315, JCM 17311, KCTC 23692, NRIC 0796, KMM 9023",1,"Poseidonocella sedimentorum",2634166304,AB576006,65.4
,,,,,871652.3,,
,,,,,GCA_900116005,,
160572,Pla123a,"DSM 103020, LMG 29466",1,"Posidoniimonas polymericola",GCA_007859935,MK554580,63.3-69.7
130803,,"DSM 26723, JCM 18749, Zumi 37",1,"Povalibacter uvarum",2861661002,AB548216,64.2
,,,,,732238.4,,
,,,,,GCA_014202975,,
164262,,"JCM 32460, LMG 30312, EAG 3",1,"Pradoshia eiseniae",GCA_002946355,MF398391,42.5
,,,,,,MF398391.1,
5056,"HG16, IHE, 20125, HG 16","LMG 7875, DSM 5563, ATCC 49100, CCUG 18073, CDC 963-84, CNCTC Eb11/82, DRL 20125, JCM 24417, CIP 103791, NCTC 12283, NCIMB 12865",1,"Pragia fontium",1122977.4,AJ233424,46-47
,,,,,2602042030,,46.0
,,,,,82985.9,,
,,,,,GCA_004959795,,
,,,,,GCA_024342125,,
,,,,,GCA_900112475,,
13320,,"DSM 45266, CCTCC AA 208053, YIM 90636, JCM 33234",1,"Prauserella aidingensis",2596583537,DQ656335,70.1
,,,,,GCA_024171865,FJ444994,
13317,,"DSM 44590, CCTCC AA 001016, YIM 90005, JCM 13022, BCRC 16313, CIP 107981, KCTC 19002, CCRC 16313",1,"Prauserella alba",2596583529,AF435077,66.7
,,,,,GCA_024171735,,70.1
130588,,"DSM 45821, NBRC 109418, SCSIO 11529",1,"Prauserella coralliicola",1401264.3,KF670858,70.2
,,,,,2834462815,,
