"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","PH range",pH,"Salt conc."
,,,,,333708.3,,,0.5
,,,,,GCA_014199685,,,
11265,"CXB 654","DSM 45414, LMG 25485, JCM 16559",1,"Spinactinospora alkalitolerans",2849348795,alkaliphile,6.0-10.5,01-15
,,,,,,,,5.5
3822,,"DSM 21099, KCTC 22263, Gsoil 1519",1,"Spirosoma panaciterrae",1123277.3,alkaliphile,5.0-9.0,<1
,,,,,2515154167,,,
,,,,,GCA_000374025,,,
134302,WPCB118,"KCTC 12531, NBRC 101117",1,"Spirosoma rigui",564064.4,alkaliphile,06-11,0-1
,,,,,GCA_002067135,,,
17903,HAL40b,"DSM 17750, CCUG 54896",1,"Spongiibacter marinus",2861631615,alkaliphile,6.5-9.5,01-07
,,,,,354246.3,,,3
,,,,,GCA_016906995,,,
133174,SPT1,"JCM 31012, BCRC 80916",1,"Spongiibacter taiwanensis",GCA_023702635,alkaliphile,6.0-10.0,0
,,,,,,,,0.5-10.0
,,,,,,,,1.0-3.0
,,,,,,,,12
17905,CL-CB221,"DSM 19543, KCCM 90065",1,"Spongiibacter tropicus",1123279.7,alkaliphile,06-10,1.0-9.0
,,,,,2524614733,,,3.5
,,,,,GCA_000420325,,,
133204,GD201205,"CICC 23867, KCTC 15488",1,"Sporolactobacillus pectinivorans",2791354945,acidophile,4.0-7.0,1.0-2.0
,,,,,GCA_002802965,,,3.0-10.0
14404,SL153,"DSM 21990, JCM 14637, KCTC 5376",1,"Sporolactobacillus vineae",1123284.3,alkaliphile,04-09,0-7
,,,,,2518645619,,,
,,,,,2551306548,,,
,,,,,GCA_000246965,,,
,,,,,GCA_000377985,,,
14297,,"DSM 25059, CGMCC 1.7294, LMG 24686, JLT 832",1,"Stakelama pacifica",2795385468,alkaliphile,06-09,0-5
,,,,,517720.11,,,2
,,,,,517720.7,,,
,,,,,GCA_004361835,,,
,,,,,GCA_014645395,,,
23285,CJ70,"DSM 27203, JCM 18079, KACC 16559",1,"Stakelama sediminis",2828395373,alkaliphile,05-10,0-5
,,,,,463200.5,,,0.5
,,,,,GCA_014199335,,,
14677,"6 VT, 6-4","DSM 23656, CCUG 59809",1,"Staphylococcus agnetis",985762.14,alkaliphile,6-10,2-19
,,,,,GCA_002901865,,,
14606,"SK03, SK 03","CCUG 35133, TISTR 824, NRIC 1817, DSM 7373, ATCC 51136, JCM 6057, NCIMB 13277, CCM 4345, CIP 103958, LMG 22178, NBRC 109625, NCTC 13836",1,"Staphylococcus piscifermentans",2772190616,alkaliphile,6.8-9.0,6-10
,,,,,70258.6,,,
,,,,,70258.7,,,
,,,,,70258.8,,,
,,,,,GCA_003970555,,,
,,,,,GCA_007992655,,,
,,,,,GCA_900186985,,,
133897,"CC-SPIO-10, CC-SP10-10","CCUG 59208, LMG 25538, CCM 7757, DSM 23284",1,"Stappia taiwanensis",992267.3,alkaliphile,6.5-11.5,01-06
,,,,,992267.6,,,2.5
,,,,,GCA_013868145,,,
,,,,,GCA_014635285,,,
140359,BII-R7,"DSM 103927, CECT 9180, LMG 29893",1,"Stenotrophomonas bentonitica",1450134.7,alkaliphile,5-10,0-2.5
,,,,,GCA_013185915,,,5
166347,TPQG1-4,"CFCC 15341, LMG 31208",1,"Stenotrophomonas cyclobalanopsidis",GCA_008710035,alkaliphile,4.0-10.0,1.0-3.0
17566,R-32729,"DSM 18929, LMG 23959, CCUG 54881",1,"Stenotrophomonas humi",2713896756,alkaliphile,5-10.5,0.5-4
,,,,,405444.3,,,2.25
,,,,,GCA_001431415,,,
158735,M15,"LMG 29943, DSM 104152, CIP 111740",1,"Stenotrophomonas lactitubi",2869333513,alkaliphile,6-9,3
,,,,,GCA_002803515,,,4
17570,,"CCUG 59972, DSM 25135, CBMAI 564, ICB 89, LMG 25348, CIP 111741",1,"Stenotrophomonas pavanii",2623620583,alkaliphile,05-12,0.7-3.0
,,,,,2740892494,,,1.85
,,,,,487698.4,,,
,,,,,487698.5,,,
,,,,,GCA_001431565,,,
,,,,,GCA_900101175,,,
17567,R-32768,"CCUG 54880, DSM 18941, CIP 109813, LMG 23958",1,"Stenotrophomonas terrae",2675903279,alkaliphile,5-10.5,0.5-5
,,,,,405446.3,,,2.75
,,,,,GCA_001431465,,,
166250,JW-3,"CCTCC AB 2018184, KCTC 62820",1,"Steroidobacter soli",2887356921,alkaliphile,6.0-9.0,0.0-1.0
,,,,,GCA_004138485,,,0.5
158794,,"CECT 8596, DSM 26545, CAIM 1838, CIP 111643",1,"Streptococcus penaeicida",1765960.3,alkaliphile,5.5-10,0-5.5
,,,,,GCA_002887775,,,6-10
1569,H96B60,"DSM 22440, CGMCC 1.7733",1,"Streptohalobacillus salinus",2770939513,alkaliphile,6.5-9.0,0-20
,,,,,621096.3,,,7
,,,,,GCA_003201605,,,
24259,12A09,"DSM 45927, CCTCC AB 2013140, KCTC 29145",1,"Streptomonospora nanhaiensis",1323731.3,alkaliphile,6.0-9.0,0-20
,,,,,2856464816,,,3.5
,,,,,GCA_013410565,,,
,,,,,GCA_026642255,,,
158532,RCU-197,"JCM 30864, TISTR 2208, PCU 342, DSM 111126",1,"Streptomyces actinomycinicus",GCA_016741775,alkaliphile,5-9,0-7
140494,"WH-9, IMER00657","NBRC 109810, KACC 17197, DSM 111621",1,"Streptomyces adustus",1609272.3,alkaliphile,4.0-11.0,0-4
,,,,,GCA_009377175,,,5
24619,,"DSM 42133, CGMCC 4.5739, NBRC 108211, TRM 46012",1,"Streptomyces aidingensis",2675903061,alkaliphile,5.0-9.0,0-5
,,,,,910347.3,,,2
,,,,,GCA_900112355,,,
166321,,"CCTCC AA 2018085, KCTC 49272, TRM 68295",1,"Streptomyces albicerus",GCA_008905045,alkaliphile,6-10,0-6
,,,,,,,,2
132341,XY25,"DSM 103384, CCTCC AA 2015019, KCTC 39571",1,"Streptomyces alfalfae",GCA_004127445,alkaliphile,6-10,0-6
,,,,,GCA_004212445,,,8
16453,D65,"DSM 42036, CGMCC 4.3510, NRRL B-24611, JCM 16122",1,"Streptomyces alni",2667527403,alkaliphile,4.5-9.5,<3
,,,,,380248.4,,,
,,,,,GCA_900112845,,,
159629,HST21,"DSM 107267, CECT 9647",1,"Streptomyces altiplanensis",GCA_003719395,alkaliphile,9.0-11.0,0-2.5
16326,,"DSM 41683, ATCC 15484, IAM 6A-704, IFO 3934, JCM 4053, KCC S-0053, NBRC 3934, NRRL B-2347, CGMCC 4.1918, CIP 106838, KCTC 1089, NRRL B-3306, VTT E-072759",1,"Streptomyces angustmyceticus",285578.5,alkaliphile,09-10,0-6
,,,,,285578.6,,,10
,,,,,285578.7,,,8
,,,,,285578.8,,,
,,,,,285578.9,,,
,,,,,GCA_002154415,,,
,,,,,GCA_009176265,,,
,,,,,GCA_019933235,,,
166390,YC537,"KCTC 39750, DSM 102303",1,"Streptomyces boluensis",GCA_009908195,alkaliphile,7-12,0-6
164750,AC541,"JCM 34263, ATCC TSD201",1,"Streptomyces buecherae",2912781116,alkaliphile,5-12,0-12.5
,,,,,GCA_014295035,,,
164410,ZFG47,"JCM 32897, CICC 11050",1,"Streptomyces cadmiisoli",2875367630,alkaliphile,5-10,0-12
,,,,,GCA_003261055,,,
132630,2H-TWYE14,"DSM 100523, CGMCC 4.7275",1,"Streptomyces camponoticapitis",1616125.3,alkaliphile,6.0-10.0,1
,,,,,GCA_014646115,,,
158362,1H-SSA4,"DSM 104537, CGMCC 4.7403",1,"Streptomyces capitiformicae",2014920.5,alkaliphile,6.0-9.0,0-5
,,,,,2873196663,,,
,,,,,GCA_002214185,,,
,,,,,GCA_014653855,,,
23302,RC1830,"DSM 42072, JCM 18411",1,"Streptomyces chilikensis",GCA_001642695,alkaliphile,06-10,02-12
,,,,,,,,8
140641,RC1832,"JCM 30611, KCTC 29696), KCTC 29696",1,"Streptomyces chitinivorans",GCA_029846675,alkaliphile,7-10,18
16479,AS-0823,"DSM 41983, IFM 11055, JCM 17138",1,"Streptomyces coacervatus",GCA_029223485,alkaliphile,06-09,10
,,,,,,,,<4
16490,"BK 168","DSM 42063, KACC 20908, NCIMB 14704",1,"Streptomyces cocklensis",GCA_028657175,alkaliphile,4.0-10.0,0
166187,MK-45,"CICC 11045, KCTC 49099",1,"Streptomyces cyaneochromogenes",2857074237,alkaliphile,5.0-10.0,0.0-3.0
,,,,,GCA_003963535,,,0.0-6.0
163941,Z022,"JCM 31053, CGMCC 4.7273",1,"Streptomyces dangxiongensis",GCA_003675325,alkaliphile,5-9,0-2
,,,,,,,,0-7
140909,NEAU-ZJC8,"CGMCC 4.7178, JCM 30057, DSM 111118",1,"Streptomyces daqingensis",1472640.3,alkaliphile,5-11,0-11
,,,,,GCA_014645895,,,2
134332,DAS-139,"KCTC 19241, CCTCC AA 207004",1,"Streptomyces deccanensis",GCA_022385335,alkaliphile,07-12,7
16179,,"DSM 41427, AS 4.1861, IFO 13977, JCM 4550, KCC S-0550, NBRC 13977, NCIB 9752, NRRL 2666, CGMCC 4.1861, CGMCC 4.1915, CIP 106836, NCIMB 10502, NCIMB 9752, NRRL ISP-5087",1,"Streptomyces decoyicus",249567.10,alkaliphile,09-10,0-10
,,,,,249567.6,,,13
,,,,,249567.7,,,
,,,,,249567.8,,,
,,,,,249567.9,,,
,,,,,2765236007,,,
,,,,,GCA_000715775,,,
,,,,,GCA_001270575,,,
,,,,,GCA_019880305,,,
159788,XZHG99,"CGMCC 4.7472, KCTC 49090",1,"Streptomyces dengpaensis",2873258297,alkaliphile,4-9,0-5
,,,,,GCA_002946835,,,
158423,NEAU-S1GS20,"DSM 104538, CCTCC AA 2017006",1,"Streptomyces durbertensis",2448886.3,alkaliphile,6-10,0-10
,,,,,GCA_014156695,,,2
164255,TW1S1,"JCM 32404, KCTC 49013",1,"Streptomyces fodineus",GCA_001735805,alkaliphile,5.0-9.0,0
,,,,,,,,0.0-8.0
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,"Streptomyces fumigatiscleroticus",66371.3,alkaliphile,5.0-10.5,0
,,,,,GCA_014647975,,,0-6
133306,m16,"CGMCC 4.7110, KCTC 29195",1,"Streptomyces fuscichromogenes",1324013.3,alkaliphile,5.0-11.0,0-3
,,,,,GCA_014645815,,,
158796,JBL-20,"KACC 18269, NBRC 110629",1,"Streptomyces fuscigenes",GCA_021556455,alkaliphile,4.0-10.0,0-3
,,,,,,,,4-7
159717,A301,"CGMCC 4.7422, JCM 32177",1,"Streptomyces geranii",2862674093,alkaliphile,6-11,0-5
,,,,,GCA_002954775,,,
16410,"FXJ 14","DSM 41867, AS 4.1858, JCM 12278, LMG 22082, NBRC 100913, CGMCC 4.1858, NRRL B-24320",1,"Streptomyces glauciniger",235986.3,alkaliphile,05-10,0-5
,,,,,2671180020,,,2.5
,,,,,GCA_900188405,,,
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,"Streptomyces hainanensis",2866725952,alkaliphile,06-09,0-10
,,,,,402648.3,,,5
,,,,,GCA_004348415,,,
23303,NEAU-Da3,"DSM 42076, CGMCC 4.7047",1,"Streptomyces harbinensis",1176198.3,alkaliphile,07-11,0-5
,,,,,2675903139,,,
,,,,,GCA_900116145,,,
16024,NEAU-W2,"DSM 42073, CGMCC 4.7004, JCM 19675, ATCC BAA-2424",1,"Streptomyces heilongjiangensis",GCA_028401405,alkaliphile,05-11,0-2.5
,,,,,,,,0-5
134317,,"DSM 41914, ATCC 53653",1,"Streptomyces himastatinicus",2563366670,alkaliphile,05-10,0-2.5
,,,,,2582581769,,,10
,,,,,457427.3,,,<8
,,,,,645058857,,,
,,,,,GCA_000158915,,,
159625,HST28,"DSM 107268, CECT 9648",1,"Streptomyces huasconensis",2866435396,alkaliphile,8.0-9.0,0-5
,,,,,GCA_004010275,,,10
16476,"FH 8121, OU-40","DSM 42074, CCTCC AA 209024, JCM 17657, PCM 2692",1,"Streptomyces hyderabadensis",GCA_020404845,alkaliphile,06-11,0-5
158473,NEAU-D10,"DSM 106197, CGMCC 4.7469",1,"Streptomyces inhibens",2862256214,alkaliphile,5-9,0-8
,,,,,GCA_003389455,,,
16471,"35, HM 35","DSM 41954, CCUG 57623, JCM 17327",1,"Streptomyces iranensis",2913549288,alkaliphile,06-11,0-2.5
,,,,,576784.4,,,
,,,,,576784.8,,,
,,,,,GCA_017874715,,,
16409,"FXJ 46","DSM 41866, AS 4.1859, JCM 12279, CGMCC 4.1859, NBRC 102068",1,"Streptomyces jietaisiensis",235987.5,alkaliphile,05-10,05-07
,,,,,2667527442,,,6
,,,,,GCA_900102095,,,
133232,Z1027,"CGMCC 4.7272, JCM 31054, DSM 111125",1,"Streptomyces lacrimifluminis",1500077.3,alkaliphile,6.0-11.0,0-2.0
,,,,,GCA_014646095,,,4
133105,3H-HV17(2),"CGMCC 4.7349, DSM 103124",1,"Streptomyces lasiicapitis",1923961.3,alkaliphile,4.0-9.0,0-9
,,,,,GCA_014646335,,,
159852,LCR6-01,"KCTC 39908, TISTR 2500",1,"Streptomyces lichenis",GCA_023218175,alkaliphile,5-9,0-5
16473,Sp080513GE-26,"DSM 41968, NBRC 105047",1,"Streptomyces marinus",2870579115,alkaliphile,06-09,01-10
,,,,,582855.3,,,02-07
133581,OU-63,"CCTCC AA 209025, PCM 2690, JCM 17656",1,"Streptomyces osmaniensis",2768067.3,alkaliphile,06-10,0-4
,,,,,GCA_018596355,,,
166286,OTB305,"NBRC 113255, TBRC 9682, DSM 114175",1,"Streptomyces otsuchiensis",2484744.3,alkaliphile,7.0-10.0,1.0-6.0
,,,,,2868441088,,,
,,,,,GCA_004305975,,,
133134,CMU-AB204,"JCM 31289, TBRC 1999, DSM 111123",1,"Streptomyces palmae",1701085.3,alkaliphile,6.0-9.0,3
,,,,,2866937661,,,7
,,,,,GCA_004684805,,,
133132,PA1-07,"JCM 30865, KCTC 39785, TISTR 2346, DSM 117319",1,"Streptomyces phyllanthi",1803180.3,alkaliphile,5.0-9.0,>5.0
,,,,,GCA_009377205,,,
133137,PL19,"NRRL B-24728, ICMP 17783",1,"Streptomyces pini",2654587880,alkaliphile,6.0-11.0,0.0-8.0
,,,,,GCA_900114215,,,
159718,A249,"CGMCC 4.7417, JCM 32175",1,"Streptomyces populi",2862224959,alkaliphile,6-12,0-4
,,,,,GCA_002911015,,,
16419,4776,"DSM 41884, CGMCC 4.3504, NRRL B-24621, JCM 15479",0,"Streptomyces prasinopilosus",2663762722,alkaliphile,5.5-9.5,0.01-5.0
,,,,,382503.6,,,2.5
,,,,,GCA_001418395,,,
,,,,,GCA_900101585,,,
16492,172205,"DSM 42035, CGMCC 4.6825, JCM 19680",1,"Streptomyces qinglanensis",2675903055,alkaliphile,07-10,0-25
,,,,,943816.5,,,1-3
,,,,,GCA_003265665,,,
,,,,,GCA_900111245,,,
16434,R97,"DSM 41901, CGMCC 4.3519, JCM 15480",1,"Streptomyces radiopugnans",2663762755,alkaliphile,05-11,<7
,,,,,403935.4,,,
,,,,,GCA_900110735,,,
166150,1AS2c,"CMAA 1679, NRRL B-65479, DSM 105299",1,"Streptomyces rhizosphaericola",GCA_004794175,alkaliphile,4-10,0-2.5
,,,,,,,,7
157895,,"DSM 106196, NCCB 100637, MBT 76",1,"Streptomyces roseifaciens",GCA_001445655,alkaliphile,5-11,0-2.5
,,,,,,,,2
,,,,,,,,3
164369,,"JCM 32822, CGMCC 4.7581, LAM 7114",1,"Actinacidiphila soli",GCA_003999195,alkaliphile,5-10,0-10
,,,,,,,,3
132965,HNM0071,"DSM 103383, CCTCC AA 2015018, KCTC 39604",1,"Streptomyces spongiicola",2851877514,alkaliphile,6-10,0
,,,,,GCA_003122365,,,0-5
166322,,"CCTCC AA 2018052, KCTC 49254, TRM 43335",1,"Streptomyces taklimakanensis",GCA_009709575,alkaliphile,7-12,0-10
,,,,,,,,1
166107,"XZ 46","CGMCC 4.7579, KCTC 49221",1,"Streptomyces tibetensis",GCA_005869865,alkaliphile,4-9,0-7
,,,,,GCA_007655005,,,
159651,NEAU-DSCPA1-4-4,"DSM 105118, CCTCC AA 2017025",1,"Streptomyces triticisoli",2862233620,alkaliphile,5-10,6
,,,,,GCA_003270085,,,
140496,CPB1-1,"JCM 18519, PCU 343, TISTR 2344, DSM 111120",1,"Streptomyces verrucosisporus",GCA_017114865,alkaliphile,6.0-9.0,6
24618,FX61,"DSM 42132, CGMCC 4.7042, KCTC 29112",1,"Streptomyces wuyuanensis",1196353.3,alkaliphile,4.0-12.0,0-9
,,,,,2675903062,,,
,,,,,GCA_900103455,,,
16464,S187,"DSM 42015, CCTCC AA 208049, KCTC 19546, NRRL B-24674, JCM 16958",1,"Streptomyces xinghaiensis",1038929.3,alkaliphile,06-09,0-9
,,,,,GCA_000220705,,,2.5
132432,fd2-tb,"DSM 100336, CGMCC 4.7256",1,"Streptomyces yangpuensis",2627853788,alkaliphile,5-10,0-2
,,,,,GCA_001005295,,,0-4
133638,K42,"ACCC 41871, HAMBI 3107, CCNWNQ 0016, JCM 18080",1,"Streptomyces zinciresistens",2531839181,alkaliphile,5.0-11.0,4
,,,,,700597.3,,,
,,,,,GCA_000225525,,,
132561,,"DSM 46887, CECT 8961, SG 1",1,"Streptosporangium becharense",1816182.3,alkaliphile,6-12,0-2
,,,,,1816182.4,,,
,,,,,2823942327,,,
,,,,,2870730386,,,
,,,,,GCA_014191075,,,
,,,,,GCA_014204985,,,
132441,,"DSM 46743, CECT 8840, SG 20",1,"Streptosporangium saharense",1706840.3,alkaliphile,3-12,0-1
,,,,,2863332268,,,1
,,,,,GCA_014203715,,,
23323,GW-12028,"DSM 45763, LMG 27062, JCM 30998, CIP 110537",1,"Streptosporangium sandarakinum",1260955.3,alkaliphile,4.5-10.5,0
,,,,,2852721695,,,0-4
,,,,,GCA_013409935,,,
105,19gly1,"DSM 6222",1,"Succinispira mobilis",1069080.9,alkaliphile,6.7-8.5,0.2
,,,,,2517093043,,,19.0
,,,,,GCA_000384135,,,24.0
13796,,"DSM 16477, ATCC BAA-321, KCTC 32183, KMM 3584, LMG 20554",1,"Sulfitobacter delicatus",218672.5,alkaliphile,6.0-10.0,01-08
,,,,,2634166359,,,3.5
,,,,,GCA_900102535,,,
13795,,"DSM 16472, ATCC BAA-320, KCTC 32184, KMM 3554, LMG 20555",1,"Sulfitobacter dubius",218673.14,alkaliphile,6.0-11.0,01-12
,,,,,2616644813,,,6
,,,,,GCA_900113435,,,
13684,,"DSM 14862, MCCC 1A11773, NCIMB 13983, HEL Hel45, HEL 45",1,"Sulfitobacter indolifex",GCA_022788655,alkaliphile,7-9,1-10
,,,,,,,,1.0-7.0
,,,,,,,,4
13797,,"DSM 17584, KCTC 12521, Iso 3",1,"Sulfitobacter litoralis",2622736527,alkaliphile,05-09,01-10
,,,,,335975.8,,,06-07
,,,,,GCA_900103185,,,
140590,HS-1,"InaCC Ar79, JCM 31740",1,"Sulfodiicoccus acidiphilus",1670455.11,acidophile,1.4-5.5,0-2.5
,,,,,1670455.8,,,
,,,,,2788499800,,,
,,,,,GCA_003967175,,,
,,,,,GCA_014648235,,,
132366,HA5,"DSM 100373, NBRC 110752",1,"Sulfuricaulis limicola",2775506817,alkaliphile,6.1-9.2,0
,,,,,GCA_002355735,,,0-0.2
140281,J1A,"DSM 103923, NBRC 112474",1,"Sulfuritortus calidifontis",1914471.4,alkaliphile,6.2-8.7,1
,,,,,2784746784,,,
,,,,,2836985240,,,
,,,,,GCA_003967275,,,
,,,,,GCA_004346085,,,
140422,JG42,"DSM 104776, NBRC 112696",1,"Sulfurivermis fontis",2837194640,alkaliphile,6.1-8.9,0-1
,,,,,GCA_004001245,,,
166256,DJC,"CICC 24242, KCTC 62173",1,"Tabrizicola alkalilacus",GCA_003443995,alkaliphile,6.0-10.0,0.0-1.0
,,,,,,,,0.0-3.0
166147,DRYC-M-16,"CGMCC 1.13881, KCTC 72015",1,"Tabrizicola sediminis",GCA_004745575,alkaliphile,7.0-9.0,1-2
,,,,,,,,1.5
134226,"HST1-43T, HST1-43","KCTC 12721, JCM 14021, CIP 109573",1,"Tamlana crocina",GCA_012037625,alkaliphile,6.1-10.1,02-03
,,,,,,,,02-04
13845,,"DSM 17270, LMG 23018, SAM 4",1,"Tateyamaria pelophila",328415.5,alkaliphile,06-09,0.3-10.2
,,,,,GCA_019966495,,,
5654,B390,"DSM 18961, JCM 14633",1,"Tenacibaculum adriaticum",2756170228,alkaliphile,05-09,1.5
,,,,,413713.3,,,
,,,,,GCA_008124875,,,
134318,a4,"BCRC 17655, LMG 24004",1,"Tenacibaculum aiptasiae",GCA_008806755,alkaliphile,07-09,01-10
,,,,,,,,3.5
166323,TLL-A2,"DSM 106434, KCTC 62393",1,"Tenacibaculum singaporense",2358479.3,alkaliphile,5-9,1-7
,,,,,2843717175,,,
,,,,,GCA_003867015,,,
158792,LPB0136,"KACC 18887, JCM 31564",1,"Tenacibaculum todarodis",2728369366,alkaliphile,5.0-9.0,2-4
,,,,,GCA_001889045,,,
132445,S6R2A4-9,"DSM 28944, CGMCC 4.7241, JCM 30907",1,"Tenggerimyces flavus",1708749.3,alkaliphile,5.5-9,0
,,,,,2893660585,,,0-2
,,,,,GCA_016907715,,,
166542,Uno3,"NBRC 113152, LMG 30471, BCRC 81113",1,"Tengunoibacter tsumagoiensis",2014871.3,acidophile,4-8,0-2
,,,,,2848419202,,,
,,,,,GCA_003967535,,,
134095,28-1,"AS 1.3442, NBRC 100370",1,"Tenuibacillus multivorans",237069.5,alkaliphile,6.5-9,01-20
,,,,,GCA_007989445,,,5
24302,B1,"DSM 28717, CGMCC 1.5148, JCM 16806",1,"Tepidibacter mesophilus",2832628248,alkaliphile,6.0-8.9,1
,,,,,655607.3,,,<9
,,,,,GCA_002724055,,,
3021,TU-16,"DSM 19605, CIP 108724, LMG 23030",1,"Tepidicella xavieri",2770939514,alkaliphile,6.5-10.5,0
,,,,,360241.4,,,0-2
,,,,,GCA_004363315,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
2515,PML14,"DSM 23310, CGMCC 1.5080, JCM 15035",1,"Tepidimicrobium xylanilyticum",1123352.3,alkaliphile,5.8-9.3,0-4.5
,,,,,2599185171,,,3
,,,,,GCA_900106765,,,
133882,AT-A2,"LMG 26746, KCTC 23862, BCRC 80391",1,"Tepidimonas fonticaldi",GCA_007556755,alkaliphile,07-09,0-1
,,,,,,,,0.2
166324,B18-69,"CGMCC 1.13573, KCTC 62782",1,"Tepidiphilus baoligensis",GCA_012911495,alkaliphile,6-9.5,0-4
,,,,,,,,0.5-1
140870,B3,"KCTC 42652, CGMCC 1.15254",1,"Terasakiella brassicae",1634917.3,alkaliphile,5.5-9,0.5-8
,,,,,GCA_014641495,,,1-2
24757,T7902,"DSM 15152, ATCC 39867",1,"Teredinibacter turnerae",1056820.3,alkaliphile,6-10.5,0.1-0.6
,,,,,2513237099,,,0.3
,,,,,GCA_000379165,,,
24754,T7901,"DSM 15142",0,"Teredinibacter turnerae",377629.3,alkaliphile,8.5,0.1-0.6
,,,,,644736410,,,0.3
,,,,,GCA_000023025,,,
24759,T8402,"DSM 15175",0,"Teredinibacter turnerae",1073969.3,alkaliphile,6-10.5,0.1-0.6
,,,,,2519899652,,,0.3
,,,,,GCA_000381645,,,
6288,5516J-36,"DSM 18562, CIP 109801, KACC 20556, JCM 16379, KCTC 39580, NBRC 106305",1,"Terrabacter aerolatus",422442.3,alkaliphile,4-9,0-5
,,,,,GCA_007991735,,,2.5
23755,YI7-61,"DSM 28352, CGMCC 1.8913, NBRC 105790",1,"Terribacillus aidingensis",2681812962,alkaliphile,05-09,0.5-21
,,,,,586416.5,,,03-07
,,,,,GCA_900215625,,,
1517,CL-GR16,"DSM 18252, KCCM 42329",1,"Terribacillus goriensis",386490.3,alkaliphile,5.5-9.0,0.0-14
,,,,,GCA_002884435,,,1
1518,002-051,"DSM 21620, IAM 15310, JCM 21760, KCTC 13937, CGMCC 1.7684, CIP 109484",1,"Terribacillus halophilus",2675903149,alkaliphile,05-10,0-19
,,,,,361279.6,,,01-05
,,,,,GCA_900101385,,,
1519,002-048,"DSM 21619, IAM 15309, JCM 21759, KCTC 13936, CGMCC 1.7685, CIP 109483",1,"Terribacillus saccharophilus",2636416060,alkaliphile,06-10,0-16
,,,,,361277.14,,,01-05
,,,,,361277.15,,,
,,,,,GCA_002335735,,,
,,,,,GCA_900110015,,,
140911,NK26-11,"LMG 27803, TISTR 2241, PCU 335",1,"Terrilactibacillus laevilacticus",2886528837,alkaliphile,5-8.5,3
,,,,,GCA_006517395,,,
7303,MSL-15,"DSM 19267, JCM 16539, KCTC 19270, MSL 15, CGMCC 1.10440",1,"Terrimesophilobacter mesophilus",2844824163,alkaliphile,06-11,0-3
,,,,,2866042470,,,
,,,,,2867779128,,,
,,,,,433647.12,,,
,,,,,433647.16,,,
,,,,,433647.3,,,
,,,,,GCA_002929725,,,
,,,,,GCA_004402605,,,
,,,,,GCA_014200375,,,
158783,NSG39,"KACC 17540, JCM 19289",1,"Tessaracoccus aquimaris",GCA_001997345,alkaliphile,7-9,0
,,,,,,,,0-4
12666,SST-39,"DSM 18582, KCTC 19196, JCM 16025, CGMCC 1.10436",1,"Tessaracoccus flavescens",399497.3,alkaliphile,6.1-12.1,<5
,,,,,399497.5,,,
,,,,,CP019607,,,
132480,RP1,"DSM 100159, KCTC 39686, MCC 2769",1,"Tessaracoccus flavus",1610493.4,alkaliphile,7-10,0-7
,,,,,GCA_001997295,,,5
,,,,,GCA_900107385,,,
12668,SL014B-20A1,"DSM 22955, CGMCC 1.9159",1,"Tessaracoccus oleiagri",2617270936,alkaliphile,6.0-9.0,0-11
,,,,,686624.3,,,4
,,,,,GCA_900103275,,,
132379,,"DSM 27597, CCTCC AB 2013217, YIM 101269, JCM 33580, DSM 27579",1,"Tessaracoccus rhinocerotis",1689449.3,alkaliphile,6-12,0-9
,,,,,GCA_007197885,,,1
5258,"Jenil, JS","CCUG 52901, DSM 16501, KCTC 3924, LMG 22864, JCM 18085, CIP 108884, NBRC 106072",1,"Tetragenococcus koreensis",2836819050,alkaliphile,9,0-8
,,,,,290335.3,,,3.5
,,,,,290335.5,,,
,,,,,GCA_003795145,,,
,,,,,GCA_007991535,,,
23769,13CC,"DSM 24696, JCM 17654",1,"Texcoconibacillus texcoconensis",1095777.3,alkaliphile,6-10.5,0-4.4
,,,,,2861573552,,,2.1
,,,,,GCA_014202575,,,
1392,HS286,"DSM 21635, CCM 7597, JCM 15722",1,"Thalassobacillus cyri",2675903014,alkaliphile,7.0-9.5,1.0-15.0
,,,,,571932.3,,,8.0
,,,,,GCA_900107755,,,
1391,G-19.1,"DSM 16966, CCM 7282, CECT 7046, CIP 108959",1,"Thalassobacillus devorans",279813.4,alkaliphile,6.0-10.0,0.5-20.0
,,,,,279813.5,,,7.5-10.0
,,,,,2824388614,,,
,,,,,GCA_011761345,,,
,,,,,GCA_014635125,,,
1393,"18 OM, 18OM","DSM 22784, CECT 7566, JCM 16412",1,"Thalassobacillus pellis",2901096299,alkaliphile,5.0-9.0,0.5-25.0
,,,,,748008.3,,,10.0
,,,,,GCA_016908295,,,
141073,HSF7,"KCTC 42651, MCCC 1K01158",1,"Thalassobaculum fulvum",1633335.3,alkaliphile,5.5-9.0,0-10
,,,,,GCA_014652915,,,2
